,馬名,年月日,競馬場,R,レース名,距離,天候馬場,馬番,人気,着順,タイム,差/事故,上3F,コーナー通過順,体重,騎手,負担重量,調教師,獲得賞金（円）
67,クラデジャブー,16/3/25,浦和,8,春風賞 Ｃ３(一),1500,晴/良,5,2,7/12,1:39.1,0.9,40.1,1-1-2,476,繁田健,56.0,藤原智,0
68,クラデジャブー,16/3/3,川崎,3, Ｃ３(四)(五)(六),1500,晴/良,6,3,2/11,1:38.5,0.2,41.0,2-2-2,470,繁田健,56.0,藤原智,"240,000"
69,クラデジャブー,16/2/5,浦和,4, Ｃ３(二)(三),1400,晴/稍重,1,2,3/12,1:31.7,0.1,39.9,1-1-1,473,中野省,56.0,藤原智,"136,000"
70,クラデジャブー,16/1/28,川崎,5, Ｃ３(四)(五)(六),1500,晴/良,9,3,6/9,1:39.4,1.1,42.2,1-1-1,467,繁田健,56.0,藤原智,0
71,クラデジャブー,16/1/7,浦和,6, Ｃ３(二),1400,晴/良,3,2,3/11,1:31.0,0.7,39.7,1-1-1,476,繁田健,56.0,藤原智,"136,000"
72,クラデジャブー,15/12/22,浦和,7, Ｃ２(九),1500,晴/良,1,5,3/12,1:37.9,0.6,40.5,1-1-2,473,繁田健,56.0,藤原智,"170,000"
73,クラデジャブー,15/12/4,浦和,8,（一社）埼玉県畜産会長賞 Ｃ２(十五)(十六),1500,晴/良,1,8,5/11,1:39.6,2.2,41.9,8-8-7,465,見越彬,55.0,藤原智,"100,000"
74,クラデジャブー,15/11/9,船橋☆,5, Ｃ２選抜馬,1200,曇/不良,9,7,8/10,1:17.6,2.2,40.4,5-7-7,462,瀧川寿,56.0,藤原智,0
75,クラデジャブー,15/10/30,浦和,8,ハロウィン賞 Ｃ２(十四)(十五)(十六),1500,晴/良,7,4,7/12,1:38.0,1.1,40.1,3-2-2,466,中野省,56.0,藤原智,0
76,クラデジャブー,15/10/22,川崎☆,8, Ｃ２(十一)(十二),1600,晴/良,9,8,8/14,1:47.0,1.4,41.2,13-11-11,466,酒井忍,56.0,藤原智,0
77,クラデジャブー,15/9/24,浦和,8, Ｃ２(六),1500,曇/良,1,6,2/11,1:38.3,1.1,39.6,8-8-7,462,坂井英,56.0,藤原智,"300,000"
78,クラデジャブー,15/9/1,浦和,7, Ｃ２(六)Ｃ３(一),1400,曇/不良,5,6,9/11,1:31.9,2.3,41.6,3-4-5,455,坂井英,57.0,藤原智,0
79,クラデジャブー,15/8/10,浦和,8,ペリドット賞 Ｃ２(七)Ｃ３(一),1500,曇/良,8,2,3/8,1:38.6,0.5,40.3,2-2-2,459,坂井英,57.0,藤原智,"170,000"
80,クラデジャブー,15/7/25,川崎☆,5, Ｃ３(一)(二),1400,晴/良,3,7,5/12,1:33.2,1.6,40.2,9-11-10,458,坂井英,56.0,藤原智,"80,000"
81,クラデジャブー,15/7/16,浦和,7,ムクゲ賞 Ｃ３(一),1500,雨/不良,7,5,2/11,1:39.2,0.7,41.8,1-1-2,457,坂井英,56.0,藤原智,"270,000"
82,クラデジャブー,15/7/1,川崎☆,7, Ｃ２(八)(九)(十),1600,曇/重,9,11,8/14,1:47.8,1.2,43.3,1-1-1,459,坂井英,56.0,藤原智,0
83,クラデジャブー,15/6/9,川崎☆,6, Ｃ２(六)(七),1600,曇/不良,8,9,12/14,1:50.0,4.0,44.5,3-3-7,456,坂井英,56.0,藤原智,0
84,クラデジャブー,15/5/26,浦和,7, Ｃ２(七)(八),1400,晴/良,1,5,7/11,1:32.5,1.3,40.5,6-7-5,460,秋元耕,56.0,藤原智,0
85,クラデジャブー,15/5/12,川崎,5, Ｃ２(六)(七)(八),1400,曇/良,5,8,7/12,1:32.8,0.4,40.5,1-1-1,457,秋元耕,56.0,藤原智,0
86,クラデジャブー,15/4/29,浦和,7, Ｃ２(八)(九),1500,晴/良,1,7,6/12,1:38.5,1.6,40.7,3-5-4,457,秋元耕,56.0,藤原智,0
87,クラデジャブー,15/3/25,浦和,7, Ｃ２(九)(十),1500,晴/良,1,9,6/12,1:39.5,1.5,40.8,5-6-4,461,秋元耕,56.0,藤原智,0
88,クラデジャブー,15/3/11,船橋,5, Ｃ２(八)(九),1200,晴/不良,1,7,7/11,1:15.7,1.7,39.9,3-2-2,460,坂井英,56.0,藤原智,0
89,クラデジャブー,15/2/18,浦和,6, Ｃ２(七),1400,雨/重,5,5,6/10,1:32.6,1.6,40.4,5-6-4,461,御神訓,56.0,藤原智,0
90,クラデジャブー,15/1/29,川崎,4, Ｃ２(十一)(十二)(十三),1600,晴/稍重,7,7,6/14,1:48.3,2.4,43.0,3-2-3,458,御神訓,56.0,藤原智,0
91,クラデジャブー,15/1/8,浦和,7, Ｃ２(六)(七),1400,晴/良,2,10,11/12,1:34.4,2.9,43.5,2-2-7,459,秋元耕,56.0,藤原智,0
92,クラデジャブー,14/12/22,浦和,6, Ｃ２(四)(五),1400,晴/重,1,8,10/11,1:32.6,3.3,41.2,3-4-6,456,秋元耕,56.0,藤原智,0
93,クラデジャブー,14/12/9,浦和,7, Ｃ２(五)(六),1500,晴/稍重,7,8,5/12,1:39.5,1.9,42.3,5-4-4,457,秋元耕,56.0,藤原智,"100,000"
94,クラデジャブー,14/11/18,浦和,5,ＪＡ高崎ハム賞 Ｃ２(五)(六),1500,晴/良,5,7,8/12,1:39.1,2.6,41.3,9-8-8,462,秋元耕,56.0,藤原智,0
95,クラデジャブー,14/10/9,門別,9,サルビア特別 Ｃ１,1700,晴/良,12,8,4/12,1:52.6,1.1,39.9,4-5-5,448,桑村真,56.0,村上正,"35,000"
96,クラデジャブー,14/9/25,門別,9,北海道えぞ松特別 Ｃ２,1700,晴/良,2,3,5/12,1:52.4,1.4,40.9,5-4-4,450,桑村真,56.0,村上正,"17,000"
97,クラデジャブー,14/9/10,門別,8,リゲル特別 Ｃ１,1800,曇/良,6,8,5/8,2:00.0,2.6,43.5,2-1-1,446,桑村真,56.0,村上正,"25,000"
98,クラデジャブー,14/8/21,門別,12,王冠賞〔Ｈ２〕（ヨハネスブルグ賞）　ＪＲ,2600,晴/稍重,9,8,5/9,3:01.4,1.3,38.9,2-5-4,446,服部茂,56.0,村上正,"200,000"
99,クラデジャブー,14/7/30,門別,10,デネブ特別 Ｃ１,1800,晴/良,2,4,5/7,1:59.0,1.9,41.9,4-3-3,446,服部茂,56.0,村上正,"25,000"
100,クラデジャブー,14/7/2,門別,11,つぼ八特別 Ｃ１,1700,晴/良,3,3,5/10,1:52.7,0.6,41.5,5-5-6,444,服部茂,56.0,村上正,"17,000"
101,クラデジャブー,14/6/3,門別,10,北海優駿（ダービー）〔Ｈ１〕（エイシンフ,2000,晴/良,1,7,4/12,2:13.8,0.6,39.6,8-10-9,440,服部茂,56.0,村上正,"500,000"
102,クラデジャブー,14/5/21,門別,7,３歳条件　１〜４−１ ３歳(条件),1700,雨/良,1,2,2/7,1:53.4,0.1,39.9,4-4-2,440,五十冬,56.0,村上正,"80,000"
103,クラデジャブー,14/4/24,門別,5,３歳条件　１〜４−１ ３歳(条件),1700,晴/良,6,7,1/10,1:54.3,0.4,38.6,2-1-1,446,五十冬,55.0,村上正,"400,000"
104,クラデジャブー,14/4/8,船橋,4, ３歳,1200,晴/稍重,1,8,4/11,1:16.4,1.4,39.7,5-6-5,452,本橋孝,56.0,矢内博,"132,000"
105,クラデジャブー,14/3/18,船橋,5,右真君　合格おめでとう ３歳,1200,曇/稍重,6,7,6/12,1:17.6,1.3,39.7,12-12-11,452,森泰斗,56.0,矢内博,0
106,クラデジャブー,14/2/11,船橋,2, ３歳,1600,雪/不良,9,5,4/13,1:48.1,2.0,43.2,10-8-6,457,森泰斗,56.0,矢内博,"144,000"
107,クラデジャブー,14/1/6,船橋,2, ３歳,1500,晴/良,4,4,4/7,1:39.5,1.8,41.2,6-6-6,454,佐々国,56.0,矢内博,"144,000"
108,クラデジャブー,13/12/3,船橋,6,リバーサイドアイドル特別 ２歳,1600,晴/良,7,6,6/8,1:44.1,2.1,40.2,6-6-6,443,佐々国,55.0,矢内博,0
109,クラデジャブー,13/11/6,門別,2,２歳　５組 ２歳,1200,曇/良,4,8,2/8,1:15.2,0.1,37.1,7-7,434,小国博,55.0,村上正,"80,000"
110,クラデジャブー,13/10/23,門別,7,２歳　５組 ２歳,1200,晴/稍重,7,6,11/11,1:16.0,1.8,40.8,2-3,432,小国博,55.0,村上正,0
111,クラデジャブー,13/10/8,門別,3,２歳　未勝利 ２歳,1200,曇/良,8,2,1/10,1:16.0,0.3,39.2,1-1,430,小国博,55.0,村上正,"400,000"
112,クラデジャブー,13/9/26,門別,6,２歳　未勝利 ２歳,1700,晴/重,3,4,7/9,1:51.2,2.0,41.2,3-3-3,432,小国博,55.0,村上正,0
113,クラデジャブー,13/9/12,門別,1,２歳　未勝利 ２歳,1700,晴/良,8,4,7/8,1:53.3,2.5,41.4,3-3-3,434,小国博,54.0,村上正,0
114,クラデジャブー,13/8/20,門別,4,２歳　未勝利 ２歳,1700,雨/重,8,3,2/8,1:52.4,0.0,39.3,2-1-1,434,小国博,54.0,村上正,"60,000"
115,クラデジャブー,13/8/7,門別,4,２歳　未勝利 ２歳,1700,曇/良,7,4,5/12,1:54.8,1.2,43.0,3-3-3,436,小国博,54.0,村上正,"15,000"
116,クラデジャブー,13/7/24,門別,3,２歳　未勝利 ２歳,1700,曇/良,9,3,4/10,1:56.4,1.1,41.2,5-5-4,438,小国博,54.0,村上正,"30,000"
117,クラデジャブー,13/7/10,門別,2,２歳　未勝利 ２歳,1000,曇/重,1,1,3/11,1:03.0,0.1,38.4,4-4,440,小国博,54.0,村上正,"45,000"
118,クラデジャブー,13/6/25,門別,2,２歳　未勝利 ２歳,1200,曇/良,5,3,3/10,1:17.3,1.3,40.8,1-2,438,小国博,54.0,村上正,"45,000"
119,クラデジャブー,13/6/13,門別,1,２歳　未勝利 ２歳,1000,曇/良,3,2,2/10,1:04.5,0.2,39.6,3-3,440,小国博,54.0,村上正,"60,000"
120,クラデジャブー,13/5/8,門別,4,ＪＲＡ認定フレッシュチャレンジ ２歳,1200,晴/良,5,4,3/7,1:19.2,2.6,41.8,3-3,428,小国博,54.0,村上正,"225,000"
0,バトルオブナイル,19/10/25,川崎,5, ３歳(六),1400,曇/不良,5,2,5/9,1:35.8,2.6,41.2,9-9-8,458,左海誠,56.0,高月賢,"132,000"
1,バトルオブナイル,19/9/6,川崎☆,6,ミューザ川崎シンフォニーホール記念 ３歳(五),1400,晴/稍重,1,6,7/12,1:35.6,2.1,40.7,12-12-12,465,左海誠,56.0,高月賢,0
2,バトルオブナイル,19/8/23,川崎,2, ３歳(四),1400,曇/稍重,10,8,6/12,1:34.6,2.4,41.2,12-12-12,460,左海誠,56.0,高月賢,0
3,バトルオブナイル,19/8/6,川崎,1, ３歳(五),1400,晴/良,8,6,3/12,1:35.0,1.2,40.7,6-6-6,460,左海誠,56.0,高月賢,"275,000"
4,バトルオブナイル,19/7/22,川崎,4, ３歳(六),1400,曇/稍重,7,4,4/7,1:36.4,3.1,42.3,4-4-4,453,左海誠,56.0,高月賢,"165,000"
5,バトルオブナイル,19/7/5,川崎,1, ３歳(七),1400,曇/重,4,7,3/8,1:37.0,1.5,42.6,3-3-4,460,左海誠,56.0,高月賢,"275,000"
6,バトルオブナイル,19/6/13,川崎,1, ３歳(八),1400,晴/稍重,1,7,10/10,1:38.6,2.6,44.0,8-9-9,453,繁田健,56.0,高月賢,0
7,バトルオブナイル,19/5/17,川崎,4, ３歳(十),1400,晴/良,1,4,7/9,1:36.4,2.8,42.6,9-8-7,470,森泰斗,56.0,高月賢,0
8,バトルオブナイル,18/11/30,川崎,3,スパーキングデビュー　新馬 ２歳(七)(イ),1400,晴/良,4,3,9/9,1:37.4,4.7,41.9,8-9-9,449,矢野貴,55.0,高月賢,0
0,シャンシー,19/10/25,川崎,3,スパーキングデビュー新馬 ２歳(六)(イ),1400,雨/不良,6,3,8/8,1:39.4,4.6,45.4,4-4-5,487,山崎誠,54.0,山崎尋,0
0,ドリームマオ,19/10/25,川崎☆,7, Ｃ２(九)(十)(十一),1400,曇/不良,5,7,5/8,1:34.1,1.3,40.6,8-8-7,473,拜原靖,54.0,内田勝,"120,000"
1,ドリームマオ,19/9/30,大井☆,6, Ｃ２(七)(八)(九),1400,晴/良,8,9,12/13,1:30.8,1.5,38.7,12-11-11,476,今野忠,54.0,内田勝,0
2,ドリームマオ,19/9/6,川崎☆,9,川崎ジャズプレイヤーズフェスタ記念 Ｃ２,1500,晴/稍重,6,9,9/11,1:38.6,1.9,39.6,11-11-11,484,中越琉,52.0,内田勝,0
3,ドリームマオ,19/8/23,川崎☆,8,カルッツパラスポ・サマーフェスタ開催記念 Ｃ２(二)(三)(四),1400,曇/重,9,9,8/11,1:32.6,1.4,38.9,10-10-10,472,櫻井光,53.0,内田勝,0
4,ドリームマオ,19/8/5,川崎☆,6, Ｃ２(二)(三)(四),1500,晴/良,8,9,11/12,1:40.8,3.5,44.7,3-3-6,478,真島大,54.0,内田勝,0
5,ドリームマオ,19/7/19,川崎☆,7,アルテミス賞 Ｃ２,1500,晴/重,1,9,9/12,1:40.7,1.7,40.4,12-11-11,471,町田直,54.0,内田勝,0
6,ドリームマオ,19/4/5,川崎☆,7,川崎沖縄県人会杯 Ｃ２(八)(九)(十),1400,晴/良,8,6,6/11,1:33.1,1.9,39.8,8-8-8,464,町田直,54.0,内田勝,0
7,ドリームマオ,19/3/1,川崎,8, Ｃ２(九)(十)(十一),1500,曇/不良,3,4,10/12,1:41.2,2.4,42.2,11-11-12,468,吉原寛,54.0,内田勝,0
8,ドリームマオ,19/1/31,川崎,5,デンドロビウム賞 Ｃ３,1500,曇/良,13,1,4/13,1:39.2,0.7,41.7,4-4-4,470,吉原寛,54.0,内田勝,"135,000"
9,ドリームマオ,19/1/3,川崎,4, Ｃ３(三)(四),1500,晴/良,9,2,1/14,1:38.6,0.4,40.2,14-10-3,476,吉原寛,54.0,内田勝,"800,000"
10,ドリームマオ,18/10/16,川崎,5, Ｃ２(三)(四),1500,曇/稍重,4,5,5/10,1:38.3,1.3,40.0,10-10-8,473,町田直,54.0,内田勝,"120,000"
11,ドリームマオ,18/9/11,川崎☆,7, Ｃ２(四)(五),1500,曇/重,6,2,2/11,1:39.7,1.0,41.8,3-3-4,469,町田直,54.0,内田勝,"380,000"
12,ドリームマオ,18/8/21,川崎,4, Ｃ２(六)(七)(八),1500,晴/良,6,1,4/9,1:39.3,1.3,40.5,6-7-7,465,町田直,54.0,内田勝,"150,000"
13,ドリームマオ,18/7/22,川崎☆,3,三面怪人　ダダ杯 Ｃ２,1400,晴/良,1,3,1/12,1:31.4,0.1,39.4,4-4-3,465,町田直,54.0,内田勝,"1,100,000"
14,ドリームマオ,18/7/5,川崎,4,あさがお賞 Ｃ３,1500,曇/良,7,2,1/13,1:37.7,0.0,40.2,6-5-4,464,赤岡修,54.0,内田勝,"900,000"
15,ドリームマオ,18/6/15,川崎,5,沖縄３姉妹が祝う浜ちゃんＢＵＬＬ祭り Ｃ２(七)(八)(九),1400,雨/不良,5,4,2/12,1:33.1,0.2,40.7,9-8-7,465,町田直,54.0,内田勝,"380,000"
16,ドリームマオ,18/5/18,川崎☆,6,鎌Ｒｅｌｉｇｉｏｎ設立記念 Ｃ２(十一)(十二),1400,晴/良,12,4,6/11,1:32.5,1.7,40.4,6-6-6,464,町田直,54.0,内田勝,0
17,ドリームマオ,18/4/2,川崎,4,臨港バス創立８０周年記念 Ｃ３,1400,晴/良,1,2,1/12,1:32.8,0.4,40.1,7-7-6,469,町田直,54.0,内田勝,"900,000"
18,ドリームマオ,18/2/28,川崎,3, Ｃ３(七)(八),1400,晴/良,6,4,2/12,1:32.7,0.6,40.9,2-2-2,470,吉原寛,54.0,内田勝,"272,000"
19,ドリームマオ,18/1/29,川崎,4,シンビジウム賞 Ｃ３,1400,晴/稍重,2,3,4/12,1:34.5,0.7,40.6,8-4-7,474,吉原寛,54.0,内田勝,"126,000"
20,ドリームマオ,18/1/3,川崎,5, Ｃ３(七)(八)(九),1400,晴/良,2,2,8/11,1:35.5,1.7,44.4,2-1-2,472,赤岡修,54.0,内田勝,0
21,ドリームマオ,17/7/31,川崎☆,6, Ｃ２(三)(四)(五),1400,晴/稍重,9,7,3/11,1:33.4,0.5,42.1,2-2-2,488,真島大,54.0,内田勝,"200,000"
22,ドリームマオ,17/7/6,川崎,5,カスミソウ賞 Ｃ２,1400,晴/稍重,6,2,12/12,1:35.4,3.2,44.3,4-4-7,486,赤岡修,54.0,内田勝,0
23,ドリームマオ,17/6/16,川崎☆,7,さくらんぼ賞 Ｃ２,1400,晴/良,5,1,7/10,1:32.5,1.0,40.0,5-7-9,491,赤岡修,54.0,内田勝,0
24,ドリームマオ,17/5/17,川崎,4, Ｃ２(七)(八)(九),1400,曇/稍重,10,1,1/10,1:32.3,0.1,40.0,3-3-3,488,森泰斗,54.0,内田勝,"1,000,000"
25,ドリームマオ,17/4/28,浦和,5, Ｃ３(二)(三),1400,晴/良,6,2,1/10,1:31.6,0.1,39.2,2-2-1,482,森泰斗,54.0,内田勝,"800,000"
26,ドリームマオ,17/4/7,川崎,5,ありがとう！宮本弘記念 Ｃ３(一)(二),1500,晴/稍重,2,2,4/8,1:39.2,0.8,40.8,1-1-1,487,森泰斗,54.0,内田勝,"112,000"
27,ドリームマオ,16/5/9,川崎,4, Ｃ２(三)(四)(五),1400,雨/稍重,2,7,9/11,1:32.4,1.0,40.7,5-6-7,440,的場文,54.0,内田勝,0
28,ドリームマオ,16/3/28,川崎☆,5,須賀さん事務長復帰記念 Ｃ２(四)(五)(六),1400,曇/良,9,6,10/10,1:33.2,1.9,41.6,6-5-7,443,真島大,54.0,内田勝,0
29,ドリームマオ,16/1/26,川崎,9,マイスターチャレンジ Ｃ２,1500,晴/良,3,5,8/14,1:37.2,1.2,40.6,6-7-5,454,Ｍデム,54.0,内田勝,0
30,ドリームマオ,16/1/4,川崎,12,紅梅（こうばい）賞 Ｃ２,1500,晴/良,5,2,6/10,1:38.6,0.9,41.3,2-1-2,453,笹川翼,54.0,内田勝,0
31,ドリームマオ,15/12/1,浦和,9,向寒（こうかん）特別 Ｃ２(二),1500,晴/良,1,5,6/12,1:38.2,1.5,40.6,3-5-5,456,真島大,54.0,内田勝,0
32,ドリームマオ,15/11/19,川崎☆,10,木の葉（このは）特別 Ｃ２(二),1500,晴/不良,5,5,3/13,1:39.6,0.4,41.4,1-1-1,458,森泰斗,54.0,内田勝,"340,000"
33,ドリームマオ,15/10/22,川崎☆,11,長谷（はせ）特別 Ｃ２(二),1500,晴/良,9,3,9/14,1:38.6,1.4,41.6,9-9-7,454,真島大,54.0,内田勝,0
34,ドリームマオ,15/9/23,浦和,2, ３歳(五),1400,晴/良,12,2,1/12,1:30.9,0.1,38.9,4-2-2,444,真島大,54.0,内田勝,"1,100,000"
35,ドリームマオ,15/9/4,川崎,4, ３歳(四)(イ),1500,晴/重,10,2,5/10,1:39.2,0.6,44.1,2-2-2,451,増田充,54.0,内田勝,"100,000"
36,ドリームマオ,15/7/23,川崎,5, ３歳(六)(ロ),1400,曇/稍重,1,4,1/12,1:31.9,0.1,40.7,1-1-1,441,増田充,54.0,内田勝,"1,000,000"
37,ドリームマオ,15/6/23,金沢,3,３Ｂ−１ ３歳Ｂ(一),1500,晴/稍重,8,2,1/9,1:38.1,1.4,41.5,1-1-1,443,吉原寛,54.0,宗綱泰,"200,000"
38,ドリームマオ,15/5/24,金沢,9,北日本新聞杯（キャプテントゥーレ賞）,1700,晴/良,7,9,6/11,1:54.3,2.7,39.9,8-7-8,445,松戸政,54.0,宗綱泰,0
39,ドリームマオ,15/5/12,金沢,5,３Ａ−２ ３歳Ａ(二),1500,雨/良,5,2,3/10,1:39.1,0.9,38.7,7-6-6,446,松戸政,54.0,宗綱泰,"27,000"
40,ドリームマオ,15/4/14,金沢,6,３Ａ−２ ３歳Ａ(二),1400,雨/不良,2,1,2/9,1:32.7,0.5,39.0,5-4-5,441,吉原寛,54.0,宗綱泰,"60,000"
41,ドリームマオ,15/3/22,金沢,5,伝説のハヒフ班来場記念 ３歳Ａ(二),1500,晴/稍重,5,1,2/10,1:40.9,1.6,41.1,2-1-2,446,吉原寛,54.0,宗綱泰,"60,000"
42,ドリームマオ,14/12/25,金沢,2, ２歳(三),1500,曇/不良,3,1,1/10,1:39.2,0.1,40.3,3-3-1,450,吉原寛,54.0,宗綱泰,"400,000"
43,ドリームマオ,14/12/16,金沢,1,２−６ ２歳(六),900,雨/不良,6,1,1/9,56.4,1.4,36.6,1-1,460,吉原寛,54.0,宗綱泰,"400,000"
44,ドリームマオ,14/11/8,福島,1,２歳,1700,晴/良,15,9,15/15,1:55.0,4.9,45.9,3-3-11,454,黛弘人,54.0,伊藤圭,0
45,ドリームマオ,14/8/16,新潟,1,２歳,1200,雨/不良,10,8,11/15,1:15.1,2.8,38.9,12-11,444,蛯名正,54.0,伊藤圭,0
46,ドリームマオ,14/7/19,中京,6,２歳,1400,晴/稍重,4,8,12/16,1:29.0,2.4,41.0,6-6,440,松若風,51.0,伊藤圭,0
0,メイショウケンザン,19/10/25,川崎☆,7, Ｃ２(九)(十)(十一),1400,曇/不良,1,4,3/8,1:33.6,0.8,41.0,3-6-5,481,岡村健,56.0,伊藤滋,"250,000"
1,メイショウケンザン,19/10/11,浦和,4, Ｃ２(十一)(十二)(十三),1400,曇/重,6,5,6/12,1:30.8,1.2,38.2,6-7-7,481,川島正,56.0,伊藤滋,0
2,メイショウケンザン,19/9/25,船橋,4, Ｃ２(五)(六),1200,晴/稍重,8,9,3/12,1:16.9,0.2,39.3,11-10-11,477,川島正,56.0,伊藤滋,"250,000"
3,メイショウケンザン,19/9/11,浦和,7, Ｃ２(七)(八),1500,曇/良,9,7,7/11,1:38.7,2.0,38.8,9-10-10,479,川島正,56.0,伊藤滋,0
4,メイショウケンザン,19/9/2,船橋☆,7, Ｃ２(四)(五)(六)ウ,1200,晴/稍重,12,6,5/12,1:16.8,0.9,38.4,8-8-8,477,川島正,56.0,伊藤滋,"100,000"
5,メイショウケンザン,19/8/10,船橋,3,ひめたん来場記念 Ｃ３,1000,晴/良,13,8,1/14,1:02.3,0.3,37.9,8-9,477,川島正,56.0,伊藤滋,"900,000"
6,メイショウケンザン,19/7/17,船橋,7,魅惑の調味料店ＺＵＣＩ記念 Ｃ３,1600,晴/重,6,9,8/13,1:46.6,2.0,42.6,6-7-8,481,川島正,56.0,伊藤滋,0
7,メイショウケンザン,19/6/18,船橋,7,ヤングジョッキーズＴＲ船橋　第１戦 Ｃ３,1600,曇/稍重,3,2,7/12,1:47.6,2.4,42.9,3-1-2,480,小林大,56.0,伊藤滋,0
8,メイショウケンザン,19/5/31,浦和,5, Ｃ３(二)(三),1400,曇/良,2,4,3/12,1:30.7,0.5,39.8,5-5-4,477,張田昂,56.0,伊藤滋,"160,000"
9,メイショウケンザン,19/5/10,船橋,4, Ｃ３選抜馬,1200,晴/良,1,7,4/9,1:17.3,0.7,40.9,4-4-4,475,川島正,56.0,伊藤滋,"135,000"
10,メイショウケンザン,19/4/19,船橋☆,9,ジルコン賞 Ｃ３,1600,曇/稍重,12,3,11/14,1:48.9,2.9,44.0,2-2-3,471,川島正,56.0,伊藤滋,0
11,メイショウケンザン,19/4/4,川崎,5, Ｃ３(三)(四),1500,晴/良,3,4,5/10,1:38.5,0.5,39.9,8-6-6,467,川島正,56.0,伊藤滋,"96,000"
12,メイショウケンザン,19/3/28,浦和,5, Ｃ３(三)(四),1500,曇/良,8,5,3/11,1:38.5,0.2,39.6,3-2-2,464,川島正,56.0,伊藤滋,"160,000"
13,メイショウケンザン,19/3/14,船橋,2, Ｃ３(二)(三),1500,晴/稍重,5,9,3/12,1:39.7,1.3,40.0,6-5-5,473,川島正,56.0,伊藤滋,"200,000"
14,メイショウケンザン,19/2/22,船橋,4, Ｃ３(二),1500,曇/稍重,8,4,10/12,1:42.1,1.8,42.4,4-5-7,470,川島正,56.5,伊藤滋,0
15,メイショウケンザン,19/1/30,川崎,2,引退馬協会タイキシャトル賞 Ｃ３(六)(七)(八),1500,晴/良,5,4,6/12,1:39.4,1.9,42.3,3-3-4,472,張田昂,56.0,伊藤滋,0
16,メイショウケンザン,19/1/17,船橋,2, Ｃ３(二)(三),1500,晴/良,9,5,6/12,1:41.3,0.5,41.9,2-4-4,472,岡村健,56.5,伊藤滋,0
17,メイショウケンザン,19/1/3,川崎,4, Ｃ３(三)(四),1500,晴/良,5,8,6/14,1:39.5,0.9,42.1,5-8-8,469,岡村健,56.0,伊藤滋,0
18,メイショウケンザン,18/10/16,川崎,5, Ｃ２(三)(四),1500,曇/稍重,6,4,9/10,1:39.0,2.0,41.0,8-8-10,470,張田昂,56.0,伊藤滋,0
19,メイショウケンザン,18/10/2,船橋,5, Ｃ２(四),1500,晴/稍重,5,2,4/11,1:38.6,1.1,41.4,6-7-9,466,張田昂,56.0,伊藤滋,"150,000"
20,メイショウケンザン,18/9/14,川崎☆,6,川崎ジャズプレイヤーズフェスタ記念 Ｃ２(六)(七),1500,曇/重,8,1,1/12,1:38.3,0.5,41.0,1-1-1,461,張田昂,56.0,伊藤滋,"1,000,000"
21,メイショウケンザン,18/9/3,船橋☆,7, Ｃ２(三)(四),1200,曇/稍重,2,3,6/8,1:16.9,1.5,38.7,6-8-8,463,張田昂,56.0,伊藤滋,0
22,メイショウケンザン,18/8/11,船橋☆,9,マジシャンＹａｓｕｈｉｄｅ登場記念 Ｃ２(六)(七),1500,曇/稍重,6,2,2/11,1:37.2,0.1,40.2,3-3-3,455,森泰斗,56.0,伊藤滋,"400,000"
23,メイショウケンザン,18/7/27,船橋,7,ビール２杯目無料♪ハートビールナイター☆ Ｃ２(六)(七),1200,曇/良,12,10,4/12,1:17.0,0.5,39.1,9-8-10,465,横川尚,56.0,伊藤滋,"150,000"
24,メイショウケンザン,18/7/6,川崎,4, Ｃ３(一)(二)(三),1400,曇/不良,1,3,2/8,1:33.4,1.0,41.0,4-5-6,467,柿本量,56.0,伊藤滋,"304,000"
25,メイショウケンザン,18/6/21,船橋,5, Ｃ２(六)(七),1500,曇/不良,12,3,3/12,1:37.5,0.3,40.2,5-5-4,469,森泰斗,56.0,伊藤滋,"250,000"
26,メイショウケンザン,18/6/1,浦和,6, Ｃ２(十四)(十五),1400,晴/良,4,2,3/11,1:31.1,0.6,40.2,4-3-3,465,的場文,56.0,伊藤滋,"200,000"
27,メイショウケンザン,18/5/10,大井,6, Ｃ２(九)(十),1600,晴/不良,6,4,5/11,1:45.2,0.6,42.1,5-4-4,463,的場文,56.0,伊藤滋,"100,000"
28,メイショウケンザン,18/5/4,船橋,7,２０１８サラブレッドセール開催記念 Ｃ２(十),1500,晴/稍重,9,1,8/12,1:39.5,0.7,41.0,6-5-7,467,的場文,56.0,伊藤滋,0
29,メイショウケンザン,18/4/13,船橋☆,6,今が最高の乗馬シーズン！！クレイン千葉杯 Ｃ２(十),1500,晴/良,12,2,3/11,1:39.3,1.6,41.8,3-3-3,467,的場文,56.0,伊藤滋,"250,000"
30,メイショウケンザン,18/3/23,浦和,3, Ｃ３(二)(三),1400,晴/重,6,1,4/11,1:32.7,0.8,39.5,9-8-7,463,的場文,57.0,伊藤滋,"120,000"
31,メイショウケンザン,18/3/15,船橋,4, Ｃ３(二)(三)(イ),1500,晴/稍重,12,2,1/12,1:38.8,0.4,39.7,2-1-2,464,的場文,56.0,伊藤滋,"800,000"
32,メイショウケンザン,18/2/9,船橋,4, Ｃ３(二)(三)(イ),1500,晴/稍重,9,4,4/10,1:41.5,0.7,39.9,6-6-6,468,和田譲,56.0,伊藤滋,"120,000"
